Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2022-11-10 15:04:52,"Upper - A",47m,"Bench Press (Barbell)",1,87.5,12,0,0,"","",
2022-11-10 15:04:52,"Upper - A",47m,"Shoulder Press (Machine)",1,55.0,15,0,0,"",,
2022-11-10 15:04:52,"Upper - A",47m,"Skullcrusher (Barbell)",1,30.0,17,0,0,"",,
2022-11-10 15:04:52,"Upper - A",47m,"Lat Pulldown (Cable)",1,65.0,11,0,0,"",,
2022-11-10 15:04:52,"Upper - A",47m,"Deadlift (Barbell)",1,145.0,4,0,0,"",,
2022-11-10 15:04:52,"Upper - A",47m,"Deadlift (Barbell)",2,112.5,6,0,0,,,
2022-11-11 14:25:52,"Lower- A",1h 26m,"Incline Curl (Dumbbell)",1,15.0,16,0,0,"","",
2022-11-11 14:25:52,"Lower- A",1h 26m,"Hammer Curl (Dumbbell)",1,17.5,5,0,0,"",,
2022-11-11 14:25:52,"Lower- A",1h 26m,"Standing Calf Raise (Barbell)",1,90.0,8,0,0,"",,
2022-11-11 14:25:52,"Lower- A",1h 26m,"Romanian Deadlift (Barbell)",1,90.0,6,0,0,"",,
2022-11-11 14:25:52,"Lower- A",1h 26m,"Romanian Deadlift (Barbell)",2,80.0,8,0,0,,,
2022-11-11 14:25:52,"Lower- A",1h 26m,"Leg Press",1,195.0,5,0,0,"",,
2022-11-11 14:25:52,"Lower- A",1h 26m,"Leg Press",2,150.0,16,0,0,,,
2022-11-15 20:30:55,"Upper - B",59m,"Incline Bench Press (Smith Machine)",1,75.0,16,0,0,"","",
2022-11-15 20:30:55,"Upper - B",59m,"Seated Overhead Press (Dumbbell)",1,27.5,11,0,0,"",,
2022-11-15 20:30:55,"Upper - B",59m,"Bench Press - Close Grip (Barbell)",1,75.0,14,0,0,"",,
2022-11-15 20:30:55,"Upper - B",59m,"Lat Pulldown (Machine)",1,62.5,15,0,0,"",,
2022-11-15 20:30:55,"Upper - B",59m,"Seated Row (Machine)",1,75.0,13,0,0,"",,
2022-12-01 14:37:06,"Lower - C",40m,"Unilateral Cable Curl",1,16.25,15,0,0,"","",
2022-12-01 14:37:06,"Lower - C",40m,"Reverse Cable Curl",1,8.25,8,0,0,"",,
2022-12-01 14:37:06,"Lower - C",40m,"Lying Leg Curl (Machine)",1,30.0,19,0,0,"",,
2022-12-01 14:37:06,"Lower - C",40m,"Leg Extension (Machine)",1,70.0,8,0,0,"",,
2022-12-01 14:37:06,"Lower - C",40m,"Leg Extension (Machine)",2,50.0,17,0,0,,,
2022-12-01 14:37:06,"Lower - C",40m,"Standing Calf Raise (Barbell)",1,90.0,5,0,0,"",,
2022-12-02 15:15:38,"Upper - C ",29m,"Incline Bench Press (Dumbbell)",1,27.5,15,0,0,"","",
2022-12-02 15:15:38,"Upper - C ",29m,"Overhead Press (Barbell)",1,55.0,10,0,0,"",,
2022-12-02 15:15:38,"Upper - C ",29m,"Chest Dip",1,10.0,13,0,0,"",,
2022-12-02 15:15:38,"Upper - C ",29m,"Pull Up",1,0.0,14,0,0,"",,
2022-12-02 15:15:38,"Upper - C ",29m,"Seated Row (Cable)",1,70.0,8,0,0,"",,
2022-12-02 15:15:38,"Upper - C ",29m,"Seated Row (Cable)",2,65.0,10,0,0,,,
2022-12-03 13:49:20,"Lower - B",54m,"Bicep Curl (Barbell)",1,30.0,16,0,0,"","",
2022-12-03 13:49:20,"Lower - B",54m,"Reverse Curl (Barbell)",1,15.0,15,0,0,"",,
2022-12-03 13:49:20,"Lower - B",54m,"Standing Calf Raise (Barbell)",1,90.0,6,0,0,"",,
2022-12-03 13:49:20,"Lower - B",54m,"Squat (Barbell)",1,110.0,5,0,0,"",,
2022-12-03 13:49:20,"Lower - B",54m,"Squat (Barbell)",2,85.0,10,0,0,,,
2022-12-03 13:49:20,"Lower - B",54m,"Standing Leg Curl",1,15.0,21,0,0,"",,
2022-12-05 13:33:59,"Upper - A",1h 14m,"Bench Press (Barbell)",1,85.0,11,0,0,"","",
2022-12-05 13:33:59,"Upper - A",1h 14m,"Shoulder Press (Machine)",1,55.0,15,0,0,"",,
2022-12-05 13:33:59,"Upper - A",1h 14m,"Skullcrusher (Barbell)",1,30.0,12,0,0,"",,
2022-12-05 13:33:59,"Upper - A",1h 14m,"Lat Pulldown (Cable)",1,65.0,11,0,0,"",,
2022-12-05 13:33:59,"Upper - A",1h 14m,"Deadlift (Barbell)",1,140.0,2,0,0,"",,
2022-12-05 13:33:59,"Upper - A",1h 14m,"Deadlift (Barbell)",2,110.0,8,0,0,,,
2022-12-07 14:08:24,"Lower- A",50m,"Incline Curl (Dumbbell)",1,17.5,16,0,0,"","",
2022-12-07 14:08:24,"Lower- A",50m,"Hammer Curl (Dumbbell)",1,17.5,7,0,0,"",,
2022-12-07 14:08:24,"Lower- A",50m,"Standing Calf Raise (Barbell)",1,90.0,7,0,0,"",,
2022-12-07 14:08:24,"Lower- A",50m,"Romanian Deadlift (Barbell)",1,90.0,8,0,0,"",,
2022-12-07 14:08:24,"Lower- A",50m,"Romanian Deadlift (Barbell)",2,80.0,10,0,0,,,
2022-12-07 14:08:24,"Lower- A",50m,"Leg Press",1,190.0,8,0,0,"",,
2022-12-07 14:08:24,"Lower- A",50m,"Leg Press",2,150.0,20,0,0,,,
2022-12-08 15:56:16,"Upper - B",1h 2m,"Incline Bench Press (Smith Machine)",1,60.0,12,0,0,"","",
2022-12-08 15:56:16,"Upper - B",1h 2m,"Seated Overhead Press (Dumbbell)",1,25.0,16,0,0,"",,
2022-12-08 15:56:16,"Upper - B",1h 2m,"Bench Press - Close Grip (Barbell)",1,70.0,15,0,0,"",,
2022-12-08 15:56:16,"Upper - B",1h 2m,"Lat Pulldown (Machine)",1,60.0,15,0,0,"",,
2022-12-08 15:56:16,"Upper - B",1h 2m,"Seated Row (Machine)",1,75.0,17,0,0,"",,
2022-12-20 14:45:37,"Lower - C",43m,"Unilateral Cable Curl",1,13.75,21,0,0,"","",
2022-12-20 14:45:37,"Lower - C",43m,"Reverse Cable Curl",1,8.25,9,0,0,"",,
2022-12-20 14:45:37,"Lower - C",43m,"Lying Leg Curl (Machine)",1,30.0,22,0,0,"",,
2022-12-20 14:45:37,"Lower - C",43m,"Leg Extension (Machine)",1,72.5,8,0,0,"",,
2022-12-20 14:45:37,"Lower - C",43m,"Leg Extension (Machine)",2,50.0,18,0,0,,,
2022-12-20 14:45:37,"Lower - C",43m,"Standing Calf Raise (Barbell)",1,90.0,5,0,0,"",,
2023-01-02 15:41:02,"Armar och axlar",43m,"Strict Military Press (Barbell)",1,50.0,8,0,0,"","",
2023-01-02 15:41:02,"Armar och axlar",43m,"Strict Military Press (Barbell)",2,42.5,8,0,0,,,
2023-01-02 15:41:02,"Armar och axlar",43m,"Lateral Raise (Cable)",1,8.75,6,0,0,"",,
2023-01-02 15:41:02,"Armar och axlar",43m,"Lateral Raise (Cable)",2,6.25,15,0,0,,,
2023-01-02 15:41:02,"Armar och axlar",43m,"Reverse Fly (Machine)",1,50.0,12,0,0,"",,
2023-01-02 15:41:02,"Armar och axlar",43m,"Reverse Fly (Machine)",2,40.0,15,0,0,,,
2023-01-02 15:41:02,"Armar och axlar",43m,"Triceps Pushdown (Cable - Straight Bar)",1,23.75,12,0,0,"",,
2023-01-02 15:41:02,"Armar och axlar",43m,"Triceps Pushdown (Cable - Straight Bar)",2,18.75,20,0,0,,,
2023-01-02 15:41:02,"Armar och axlar",43m,"Triceps Extension (Cable)",1,21.25,12,0,0,"",,
2023-01-02 15:41:02,"Armar och axlar",43m,"Triceps Extension (Cable)",2,16.25,15,0,0,,,
2023-01-02 15:41:02,"Armar och axlar",43m,"Bicep Curl (Cable)",1,21.25,12,0,0,"",,
2023-01-02 15:41:02,"Armar och axlar",43m,"Bicep Curl (Cable)",2,16.25,15,0,0,,,
2023-01-02 15:41:02,"Armar och axlar",43m,"Unilateral Cable Curl",1,11.25,12,0,0,"",,
2023-01-02 15:41:02,"Armar och axlar",43m,"Unilateral Cable Curl",2,8.75,15,0,0,,,
2023-01-03 10:29:52,"Ben",51m,"Squat (Barbell)",1,100.0,8,0,0,"","",
2023-01-03 10:29:52,"Ben",51m,"Squat (Barbell)",2,90.0,10,0,0,,,
2023-01-03 10:29:52,"Ben",51m,"Romanian Deadlift (Barbell)",1,90.0,6,0,0,"",,
2023-01-03 10:29:52,"Ben",51m,"Romanian Deadlift (Barbell)",2,80.0,8,0,0,,,
2023-01-03 10:29:52,"Ben",51m,"Leg Extension (Machine)",1,70.0,7,0,0,"",,
2023-01-03 10:29:52,"Ben",51m,"Leg Extension (Machine)",2,45.0,10,0,0,,,
2023-01-03 10:29:52,"Ben",51m,"Standing Leg Curl",1,20.0,5,0,0,"",,
2023-01-03 10:29:52,"Ben",51m,"Standing Leg Curl",2,10.0,12,0,0,,,
2023-01-03 10:29:52,"Ben",51m,"Hip Abductor (Machine)",1,35.0,12,0,0,"",,
2023-01-03 10:29:52,"Ben",51m,"Hip Abductor (Machine)",2,30.0,16,0,0,,,
2023-01-03 10:29:52,"Ben",51m,"Standing Calf Raise (Barbell)",1,100.0,8,0,0,"",,
2023-01-03 10:29:52,"Ben",51m,"Standing Calf Raise (Barbell)",2,80.0,10,0,0,,,
2023-01-08 12:12:54,"Bröst och Rygg",26m,"Bench Press (Barbell)",1,80.0,4,0,0,"","",
2023-01-08 12:12:54,"Bröst och Rygg",26m,"Bench Press (Barbell)",2,70.0,8,0,0,,,
2023-01-08 12:12:54,"Bröst och Rygg",26m,"Cable Row",1,60.0,6,0,0,"",,
2023-01-08 12:12:54,"Bröst och Rygg",26m,"Cable Row",2,50.0,8,0,0,,,
2023-01-08 12:12:54,"Bröst och Rygg",26m,"Chest Press (Machine)",1,55.0,8,0,0,"",,
2023-01-08 12:12:54,"Bröst och Rygg",26m,"Chest Press (Machine)",2,45.0,12,0,0,,,
2023-01-08 12:12:54,"Bröst och Rygg",26m,"Lat Pulldown (Cable)",1,55.0,8,0,0,"",,
2023-01-08 12:12:54,"Bröst och Rygg",26m,"Lat Pulldown (Cable)",2,45.0,12,0,0,,,
2023-01-08 12:12:54,"Bröst och Rygg",26m,"Cable Crossover",1,13.75,12,0,0,"",,
2023-01-08 12:12:54,"Bröst och Rygg",26m,"Cable Crossover",2,11.25,18,0,0,,,
2023-01-08 12:12:54,"Bröst och Rygg",26m,"Seated Row (Machine)",1,70.0,6,0,0,"",,
2023-01-08 12:12:54,"Bröst och Rygg",26m,"Seated Row (Machine)",2,55.0,10,0,0,,,
2023-01-10 20:23:29,"Armar och axlar",1h 7m,"Strict Military Press (Barbell)",1,52.5,7,0,0,"","",
2023-01-10 20:23:29,"Armar och axlar",1h 7m,"Strict Military Press (Barbell)",2,42.5,10,0,0,,,
2023-01-10 20:23:29,"Armar och axlar",1h 7m,"Lateral Raise (Cable)",1,8.75,8,0,0,"",,
2023-01-10 20:23:29,"Armar och axlar",1h 7m,"Lateral Raise (Cable)",2,6.25,16,0,0,,,
2023-01-10 20:23:29,"Armar och axlar",1h 7m,"Reverse Fly (Machine)",1,52.5,12,0,0,"",,
2023-01-10 20:23:29,"Armar och axlar",1h 7m,"Reverse Fly (Machine)",2,40.0,17,0,0,,,
2023-01-10 20:23:29,"Armar och axlar",1h 7m,"Triceps Pushdown (Cable - Straight Bar)",1,24.75,12,0,0,"",,
2023-01-10 20:23:29,"Armar och axlar",1h 7m,"Triceps Pushdown (Cable - Straight Bar)",2,19.75,20,0,0,,,
2023-01-10 20:23:29,"Armar och axlar",1h 7m,"Triceps Extension (Cable)",1,23.75,20,0,0,"",,
2023-01-10 20:23:29,"Armar och axlar",1h 7m,"Triceps Extension (Cable)",2,23.75,20,0,0,,,
2023-01-10 20:23:29,"Armar och axlar",1h 7m,"Bicep Curl (Cable)",1,22.25,15,0,0,"",,
2023-01-10 20:23:29,"Armar och axlar",1h 7m,"Bicep Curl (Cable)",2,16.25,20,0,0,,,
2023-01-10 20:23:29,"Armar och axlar",1h 7m,"Unilateral Cable Curl",1,12.25,12,0,0,"",,
2023-01-10 20:23:29,"Armar och axlar",1h 7m,"Unilateral Cable Curl",2,9.75,16,0,0,,,
2023-01-11 15:37:54,"Ben",1h 22m,"Squat (Barbell)",1,102.5,5,0,0,"","",
2023-01-11 15:37:54,"Ben",1h 22m,"Squat (Barbell)",2,90.0,10,0,0,,,
2023-01-11 15:37:54,"Ben",1h 22m,"Romanian Deadlift (Barbell)",1,90.0,7,0,0,"",,
2023-01-11 15:37:54,"Ben",1h 22m,"Romanian Deadlift (Barbell)",2,80.0,9,0,0,,,
2023-01-11 15:37:54,"Ben",1h 22m,"Leg Extension (Machine)",1,70.0,8,0,0,"",,
2023-01-11 15:37:54,"Ben",1h 22m,"Leg Extension (Machine)",2,45.0,15,0,0,,,
2023-01-11 15:37:54,"Ben",1h 22m,"Standing Leg Curl",1,10.0,12,0,0,"",,
2023-01-11 15:37:54,"Ben",1h 22m,"Standing Leg Curl",2,5.0,15,0,0,,,
2023-01-11 15:37:54,"Ben",1h 22m,"Hip Abductor (Machine)",1,37.5,12,0,0,"",,
2023-01-11 15:37:54,"Ben",1h 22m,"Hip Abductor (Machine)",2,30.0,18,0,0,,,
2023-01-11 15:37:54,"Ben",1h 22m,"Standing Calf Raise (Barbell)",1,100.0,12,0,0,"",,
2023-01-11 15:37:54,"Ben",1h 22m,"Standing Calf Raise (Barbell)",2,80.0,14,0,0,,,
2023-01-14 14:59:16,"Bröst och Rygg",43m,"Bench Press (Barbell)",1,80.0,7,0,0,"","",
2023-01-14 14:59:16,"Bröst och Rygg",43m,"Bench Press (Barbell)",2,70.0,8,0,0,,,
2023-01-14 14:59:16,"Bröst och Rygg",43m,"Shrug (Barbell)",1,90.0,8,0,0,"",,
2023-01-14 14:59:16,"Bröst och Rygg",43m,"Shrug (Barbell)",2,80.0,10,0,0,,,
2023-01-14 14:59:16,"Bröst och Rygg",43m,"Chest Press (Machine)",1,55.0,12,0,0,"",,
2023-01-14 14:59:16,"Bröst och Rygg",43m,"Chest Press (Machine)",2,45.0,20,0,0,,,
2023-01-14 14:59:16,"Bröst och Rygg",43m,"Lat Pulldown (Cable)",1,57.5,8,0,0,"",,
2023-01-14 14:59:16,"Bröst och Rygg",43m,"Lat Pulldown (Cable)",2,47.5,12,0,0,,,
2023-01-14 14:59:16,"Bröst och Rygg",43m,"Cable Crossover",1,14.75,12,0,0,"",,
2023-01-14 14:59:16,"Bröst och Rygg",43m,"Cable Crossover",2,11.25,20,0,0,,,
2023-01-14 14:59:16,"Bröst och Rygg",43m,"Seated Row (Machine)",1,70.0,7,0,0,"",,
2023-01-14 14:59:16,"Bröst och Rygg",43m,"Seated Row (Machine)",2,55.0,12,0,0,,,
2023-01-15 12:04:08,"Armar och axlar",47m,"Strict Military Press (Barbell)",1,50.0,7,0,0,"","",
2023-01-15 12:04:08,"Armar och axlar",47m,"Strict Military Press (Barbell)",2,40.0,11,0,0,,,
2023-01-15 12:04:08,"Armar och axlar",47m,"Lateral Raise (Cable)",1,8.75,10,0,0,"",,
2023-01-15 12:04:08,"Armar och axlar",47m,"Lateral Raise (Cable)",2,6.25,17,0,0,,,
2023-01-15 12:04:08,"Armar och axlar",47m,"Reverse Fly (Machine)",1,55.0,5,0,0,"",,
2023-01-15 12:04:08,"Armar och axlar",47m,"Reverse Fly (Machine)",2,40.0,18,0,0,,,
2023-01-15 12:04:08,"Armar och axlar",47m,"Triceps Pushdown (Cable - Straight Bar)",1,25.75,12,0,0,"",,
2023-01-15 12:04:08,"Armar och axlar",47m,"Triceps Pushdown (Cable - Straight Bar)",2,20.75,20,0,0,,,
2023-01-15 12:04:08,"Armar och axlar",47m,"Triceps Extension (Cable)",1,28.75,12,0,0,"",,
2023-01-15 12:04:08,"Armar och axlar",47m,"Triceps Extension (Cable)",2,24.75,17,0,0,,,
2023-01-15 12:04:08,"Armar och axlar",47m,"Bicep Curl (Cable)",1,23.75,12,0,0,"",,
2023-01-15 12:04:08,"Armar och axlar",47m,"Bicep Curl (Cable)",2,17.25,17,0,0,,,
2023-01-15 12:04:08,"Armar och axlar",47m,"Unilateral Cable Curl",1,13.75,10,0,0,"",,
2023-01-15 12:04:08,"Armar och axlar",47m,"Unilateral Cable Curl",2,9.75,17,0,0,,,
